
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
buildtoolbar_popup_uts_cctv				Hold øje med dit fængsel, helt uden at have vagter overalt.\n\nDu er nødt til at forbinde en overvågningsskærm til kameraet for at det virker.
buildtoolbar_popup_uts_cctvmonitor		Designet til at være i et overvågningslokale og blive betjent af en vagt. Holder øje med alle overvågningskameraerne fra afstand.\n\nBrug "Forbind"-værktøjet til at forbinde denne skærm med dine kameraer.\n\nBemærk: Otte kameraer er det maksimale antal der kan overvåges på én gang. Hvis du forbinder flere end otte, så vil skærmen skifte imellem billederne og kun give delvis overvågning.
buildtoolbar_popup_uts_DoorControlSystem  Designet til at være i et overvågningslokale og blive betjent af en vagt. Kan bruges til at fjernstyre døre rundt omkring i fængslet.\n\nBrug "Forbind"-værktøjet til at forbinde systemet til din dørs servomotor. Din dørs servomotor skal bygges ovenpå døren som du vil fjernstyre.\n\nBemærk: Du kan kan forbinde systemet til så mange servomotorer som du har lyst til, men vagten der styrer systemet kan højst åbne to døre per sekund.
buildtoolbar_popup_uts_phonemonitor     Designet til at være i et overvågningslokale og blive betjent af en vagt. Gør det muligt for dig at aflytte udgående opkald fra de indsatte, hvilket giver dig mulighed for at opsnappe vigtig information om planlagte ulovligheder.\n\nBrug "Forbind"-værktøjet til at forbinde dette system til dine telefonbokse.
buildtoolbar_popup_uts_Servo            Placér en servomotor over den dør du ønsker at fjernstyre. Sørg for at motorens tandhjul er lige over døren.\n\nNår den er installeret, åbnes døren når servomotoren bliver aktiveret - hvilket typisk foregår vha. et kontrolsystem til døre eller en timer til døre.\n\nServomotorer kan forbindes, så når den første åbnes, aktiveres de andre også.
buildtoolbar_popup_uts_LogicCircuit     Kun for seriøse arkitekter.\n\nEt simpelt kredsløb der foretager logiske processer baseret på input, og indstiller outputtet derefter.\n\nTilgængelige processer: And / Or / Not / Nand / Nor / Xor\n\nHøjreklik for at se de forskellige logiske processer.
buildtoolbar_popup_uts_LogicBridge      Kun for seriøse arkitekter.\n\nTager det indgående signal og forbinder det til strømkabler der er installeret i samme firkant. Strømkablet fører signalet videre til andre logiske kredsløb på samme strømkabel.\n\nKan bruges til at "sende" et fællessignal rundt i hele fængslet, f.eks. brugbart til at sende et fælles klokkesignal rundt med.
buildtoolbar_popup_uts_DoorTimer        Kan bruges til at åbne døre automatisk på bestemte tidspunkter.\n\nBrug "Forbind"-værktøjet til at forbinde timeren til din dørs servomotor.
buildtoolbar_popup_uts_Wire             Forbind dine fjernstyrede systemer.
buildtoolbar_popup_uts_showallwires		Vis alle forbundne kabler i dit fængsel.
buildtoolbar_popup_uts_remotedoor       En kraftig metaldør, der ikke kan åbnes med en nøgle. (Kan kun fjernåbnes). Brug dem for at undgå en masseflugt, hvis en indsat har fået fat i fængselsnøglerne.
buildtoolbar_popup_uts_dismantleutility	Fjern en forsyningsgenstand fra dit fængsel.
buildtoolbar_popup_uts_pressurepad      Sender et signal til forbundne genstande, når noget er ovenpå trykpuden.
buildtoolbar_popup_uts_statuslight      Lyser enten rødt eller grønt, afhængig af hvilket signal den modtager.

buildtoolbar_popup_autolights_name      Auto lys
buildtoolbar_popup_autolights           Automatisk placering af lys
buildtoolbar_popup_autolights_desc      Når dette er valgt, placeres der automatisk lys i dine nyopførte bygninger, så snart de er færdige.

buildtoolbar_contraband_source          Viser alle steder i fængslet, hvor der kan stjæles kontrabande fra.
buildtoolbar_contraband_day             Vis alle forbudte ting, som er beslaglagt inden for de sidste 24 timer. Ikonerne angiver, hvor de forbudte ting blev beslaglagt.
buildtoolbar_contraband_week            Vis alle forbudte ting, som er beslaglagt inden for de sidste syv dage. Ikonerne angiver, hvor de forbudte ting blev beslaglagt.
buildtoolbar_contraband_alltime         Vis alle de beslaglagte ting fra fængslet. Vis alle beslaglagte ting fra fængslet.
buildtoolbar_contraband_stolenfrom		Vis alle forbudte ting fra de sidste syv dage. Ikonerne angiver, hvor de forbudte ting blev stjålet fra eller smuglet ind i fængslet.
buildtoolbar_contraband_informants      Viser information der er blevet indsamlet af dine hemmelige stikkere.
buildtoolbar_contraband_gangs           Giver information om bander i dit fængsel.

buildtoolbar_deployment_Guards          Tildel vagter til dit fængsels afdelinger.
buildtoolbar_deployment_Patrols         Tryk og træk for at oprette patruljeringsruter.\n\nFor at tildele patruljeringsruten til en vagt, skal du trykke igen på en af patruljeringsrutens firkanter.\nHøjreklik og træk for at rydde vagtpatruljer.
buildtoolbar_deployment_DogPatrols      Tryk og træk for at oprette patruljeringsruter.\n\nFor at tildele patruljeringsruten til en vagt, skal du trykke igen på en af patruljeringsrutens firkanter.\nHøjreklik og træk for at rydde vagtpatruljer.
buildtoolbar_deployment_ArmedPatrols    Tryk og træk for at oprette patruljeringsruter.\n\nFor at tildele patruljeringsruten til en vagt, skal du trykke igen på en af patruljeringsrutens firkanter.\nHøjreklik og træk for at rydde vagtpatruljer.
buildtoolbar_deployment_SharedZone      Alle indsatte har adgang til denne afdeling.
buildtoolbar_deployment_MinSecZone      Kun "minimum sikkerhed"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_MedSecZone      Kun "medium sikkerhed"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_MaxSecZone      Kun "maksimum sikkerhed"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_ProtectedZone   Kun "beskyttet varetægt"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_SuperMaxZone    Kun "SuperMaks"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_DeathRowZone    Kun "dødsgang"-indsatte har adgang til denne afdeling.
buildtoolbar_deployment_StaffOnlyZone   Kun ansatte har adgang til denne afdeling.
buildtoolbar_deployment_UnlockedZone    Alle har adgang til denne afdeling og alle døre er ulåste.
buildtoolbar_deployment_accessonly		Folk vil om muligt prøve at undgå Access-Only-zoner, de foretrækker at tage andre ruter rundt i dit fængsel.
buildtoolbar_deployment_prisonerdirection Klik og træk for at male gulvskiltning.\n\nDette vil give dine indsatte et hint om, hvilken vej de skal gå.\nHjælper med at kontrollere menneskestrømmen i dit fængsel.
buildtoolbar_deployment_staffdirection  Klik og træk for at male gulvskiltning.\n\nDette vil give personer, som ikke er indsatte, et hint om, hvilken vej de skal gå.\nHjælper med at kontrollere menneskestrømmen i dit fængsel.

buildtoolbar_quickbuild_clone           Kloneværktøjet giver dig mulighed for at vælge et område af fængslet, som du gerne vil kopiere og placere et andet sted. Når Kloneværktøjet er valgt, hold Højre Museknap nede og træk området, som du gerne vil kopiere. Venstreklik dernæst på et andet område i fængslet, hvor du ønsker at bygge en kopi.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1    Madfordelingsoversigten viser, hvilke afdelinger bliver betjent af hvilke kantiner, og hvilke kantiner bliver forsynet af hvilke køkkener. Du kan ligeledes se det aktuelle udbud og efterspørgsel i aktive køkkener og kantiner (madlavning begynder fire timer før næste Måltid).
buildtoolbar_popup_help_targettingfood_2    ~Venstre Klik på en afdeling, og efterfølgende Venstre Klik på en kantine for at tvinge den valgte afdeling til at benytte den pågældende kantine. Du kan på samme måde også ændre, hvilke kantiner får leveringer fra bestemte køkkener. Et højre Klik på et område vil nulstille leveringer.\n\n
buildtoolbar_popup_help_targettingfood_3    ~Hvis du holder Shift-knappen nede samtidig med, at du Venstre Klikker, kan du vælge flere rum på en gang.\n\n
buildtoolbar_popup_help_targettingfood_4    ^Tips
buildtoolbar_popup_help_targettingfood_5    - Hvis du finder en Afdeling eller et Køkken, som ikke er forbundet med en kantine som forventet, prøv da, at Højre Klikke for at nulstille.
buildtoolbar_popup_help_targettingfood_6    - Hvis du bemærker, at din Levering til en kantine ikke rækker til hele Måltidet, er det et tegn på, at leveringen er for lille, og at der er behov for mere mad.

buildtoolbar_popup_help_targettinglaundry_1 Vaskeimplementeringsoversigten viser, hvilke afdelinger, sovesale og indgange dækkes af hvilke vaskerum.\n\n
buildtoolbar_popup_help_targettinglaundry_2 ~Venstre Klik på et Vaskerum, og dernæst Venstre Klik på en afdeling, sovesal eller indgang for at forbinde dem. Klik på Shift-knappen for at forbinde flere rum på en gang.
buildtoolbar_popup_help_targettinglaundry_3 ~Et Højre Klik på et vaskerum vil nulstille leveringer.\n\n
buildtoolbar_popup_help_targettinglaundry_4 ^Tips
buildtoolbar_popup_help_targettinglaundry_5 Vaskerum kan levere til så mange rum, som du ønsker, men der er begrænset, hvor hurtigt de kan arbejde (baseret på størrelsen og antallet af indsatte og pedeller, der arbejder i vaskerummet). Det er muligt kun at have et enkelt vaskerum til et helt, stort fængsel, men hvert område vil få deres vasketøj tilbage sporadisk.

buildtoolbar_popup_help_roomquality_1       Rumkvalitetsoversigten viser kvaliteten af alle celler og sovesale i dit fængsel, på en skala fra 1-10: jo højere nummer, desto bedre kvalitet. Hold markøren over et rum for at se, hvilke faktorer, der påvirkede dettes kvalitet, og hvad du kan gøre for at forbedre kvaliteten.\n\n
buildtoolbar_popup_help_roomquality_2       ^Tips
buildtoolbar_popup_help_roomquality_3       - Indsatte er berettigede til en celle af bedre kvalitet som resultat af god opførsel over tid. At have højkvalitetsceller til rådighed er en god måde at tilskynde god opførsel på.
buildtoolbar_popup_help_roomquality_4       -Det er vigtigt at bibeholde nogle celler af dårlig kvalitet i dit fængsel, da nyankommne indsatte skal have et sted at bo, og hvis alle de ledige celler er af en høj kvalitet, er det måske nødvendigt at placere dem i en midlertidig celle.
buildtoolbar_popup_help_roomquality_5       - Indsatte kan placeres i en celle af højere kvalitet end de fortjener, hvis ingen andre celler er ledige, men det kan betyde, at andre indsatte bliver utilfredse ...
