
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
buildtoolbar_popup_uts_cctvmonitor	보안실 내부에 설치하고 교도관이 작동합니다. CCTV 카메라로 교도소 주변을 원격으로 감시합니다.\n\n연결 도구를 이용해 CCTV와 연결해야 합니다.\n\n참고: 한 번에 8대의 카메라만 연결 가능합니다. 8대를 넘게 연결하면 그 중 일부만 돌아가며 감시하게 됩니다.
buildtoolbar_popup_uts_DoorControlSystem	보안실 내부에 설치하고 교도관이 작동합니다. 교도소 내부의 문들을 원격으로 열 수 있습니다.\n\n연결 도구를 이용해 통제시스템을 문 개폐기에 연결합니다. 원격으로 제어할 문에 개폐기가 설치되어 있어야 합니다.\n\n참고: 통제시스템을 원하는 여러 대의 문 개폐기에 연결할 수 있습니다. 그러나 통제시스템을 조작하는 교도관은 1초에 최대 2개의 문을 열 수 있습니다.
buildtoolbar_popup_uts_phonemonitor	보안실에 설치해서 교도관이 운영합니다. 죄수들의 통화 내역을 감시해서 불법적인 행동을 계획하는 것을 막을 수 있습니다.\n\n연결 도구를 이용해 전화부스와 연결해야 합니다.
buildtoolbar_popup_uts_Servo	원격으로 제어하고 싶은 문 위에 개폐기를 설치합니다. 모터를 정확히 문 위에 설치해야 합니다.\n\n개폐기가 설치되면 문 통제시스템이나 문 타이머로 신호를 보내 자동으로 문을 열고 닫을 수 있습니다.\n\n개폐기를 서로 연결하여 하나의 문을 열면 나머지 문들도 같이 열 수 있습니다.
buildtoolbar_popup_uts_LogicCircuit	고급 건축가 전용.\n\n입력과 출력을 설정 할 수 있는 논리회로입니다.\n\n가능한 작동법: And / Or / Not / Nand / Nor / Xor\n\n오른클릭으로 작동법을 바꿀 수 있습니다.
buildtoolbar_popup_uts_LogicBridge	고급 건축가 전용.\n\n신호를 받아서 같은 공간에 있는 설치되어 있는 전력 케이블에 신호를 이어줍니다. 그러면 같은 전력 케이블에 설치된 다른 논리회로에 신호를 전달합니다.\n\n신호를 교도소 전체로 '방송'할 수 있습니다. 시계 신호를 전달하는데 유용합니다.
buildtoolbar_popup_uts_DoorTimer	정해진 시간에 자동으로 문을 열 수 있습니다.\n\n연결 도구를 이용해 타이머를 문 개폐기에 연결해야 합니다.
buildtoolbar_popup_uts_Wire	원격 조종 시스템을 서로 연결합니다.
buildtoolbar_popup_uts_showallwires	교도소 내의 연결된 모든 전선을 보여줍니다.
buildtoolbar_popup_uts_remotedoor	열쇠로는 열 수 없는 강력한 철문입니다(원격으로만 열림). 이것을 이용하면 죄수가 감방 열쇠를 가지고 있어도 탈옥할 수없습니다.
buildtoolbar_popup_uts_dismantleutility	교도소의 공공시설 물품을 철거합니다.
buildtoolbar_popup_uts_pressurepad	패드를 밟으면 연결된 물체에 신호를 보냅니다.
buildtoolbar_popup_uts_statuslight	수신한 신호에 따라 빨간불이나 녹색불이 켜집니다.

buildtoolbar_popup_autolights_name	자동조명
buildtoolbar_popup_autolights	자동조명 설치
buildtoolbar_popup_autolights_desc	선택하면 새로 짓는 건물이 완성되면 조명이 자동으로 설치됩니다.

buildtoolbar_contraband_source	밀반입품을 어디에서 훔쳤는지 보여줍니다.
buildtoolbar_contraband_day	지난 24시간 이내 압수된 밀반입품을 모두 보여줍니다. 아이콘은 밀반입품이 압수된 장소를 보여줍니다.
buildtoolbar_contraband_week	지난 7일 이내 압수된 밀반입품을 모두 보여줍니다. 아이콘은 밀반입품이 압수된 장소를 보여줍니다.
buildtoolbar_contraband_alltime	감옥이 생긴 이래 압수된 밀반입품을 모두 보여줍니다. 아이콘은 밀반입품이 압수된 장소를 보여줍니다.
buildtoolbar_contraband_stolenfrom	지난 7일 이내의 밀반입품을 모두 보여줍니다. 아이콘은 밀반입품이 도난 당하거나 교도소로 밀수된 장소를 보여줍니다.
buildtoolbar_contraband_informants	비밀 정보원에게서 받은 정보를 보여줍니다.
buildtoolbar_contraband_gangs	교도소의 갱단에 대한 정보가 표시됩니다.

buildtoolbar_deployment_Guards	교도소의 특정 구역에 교도관을 배정합니다.
buildtoolbar_deployment_Patrols	클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 교도관을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n교도관 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_DogPatrols	클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 경비견을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n경비견 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_ArmedPatrols	클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 무장 교도관을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n무장 교도관 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_SharedZone	모든 죄수들이 이 구역을 이용할 수 있습니다.
buildtoolbar_deployment_MinSecZone	저위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_MedSecZone	중위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_MaxSecZone	고위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_ProtectedZone	보호감호' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_SuperMaxZone	초고위험' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_DeathRowZone	사형수' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_StaffOnlyZone	직원만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_UnlockedZone	이 구역에는 누구라도 들어갈 수 있고, 모든 문의 자물쇠가 열려 있습니다.
buildtoolbar_deployment_accessonly	사람들은 가능한 한 접근 제한 구역을 피해 감옥 내 다른 루트를 이용하는 것을 선호합니다.
buildtoolbar_deployment_prisonerdirection	바닥 표시를 칠하려면 클릭하고 드래그하십시오.\n\n이를 통해 죄수들이 어느 길로 가야 할지 힌트를 얻을 수 있습니다.\n감옥 내 사람들의 흐름을 통제하는 데 도움이 됩니다.
buildtoolbar_deployment_staffdirection	바닥 표시를 칠하려면 클릭하고 드래그하십시오.\n\n이를 통해 죄수가 아닌 사람들이 어느 길로 가야 할지 힌트를 얻을 수 있습니다.\n감옥 내 사람들의 흐름을 통제하는 데 도움이 됩니다.

buildtoolbar_quickbuild_clone	복제 도구를 통해 교도소의 한 구역을 선택하여 복사하고 똑같이 배치할 수 있습니다. 복제 도구를 선택한 상태에서 복사할 구역을 마우스 오른쪽 버튼으로 클릭하고 드래그합니다. 그런 다음 다른 구역에 마우스 왼쪽 버튼을 클릭하여 복사된 구역의 공사를 시작합니다. 선택한 구역은 커스텀 슬롯에 저장할 수 있습니다.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	음식 분배 보기는 어느 감방 구역이 어느 식당에서 식사하는지, 어느 주방이 어느 식당에 음식을 공급하는지 보여줍니다. 또 현재 활동중인 주방과 식당의 현재 공급 및 수요를 볼 수 있습니다(조리는 다음 식사 4시간 전에 시작합니다).
buildtoolbar_popup_help_targettingfood_2	~감방동을 왼쪽 클릭하고 나서 식당을 왼쪽 클릭하면 그렇게 선택된 감방동이 강제로 그 식당을 이용하게 할 수 있습니다. 또 같은 방식으로 주방이 공급하는 식당을 바꿀 수도 있습니다. 한 구역을 오른쪽 클릭하면 공급 대상 식당이 기본값으로 재설정됩니다.\n\n
buildtoolbar_popup_help_targettingfood_3	~시프트 키를 누른 상태에서 왼쪽 클릭하면 여러 개의 방을 지정할 수 있습니다.\n\n
buildtoolbar_popup_help_targettingfood_4	^팁
buildtoolbar_popup_help_targettingfood_5	- 한 감방동 또는 주방이 식당을 생각대로 지정하지 않은 경우, 그 감방동 또는 주방을 오른쪽 클릭하여 강제 재설정해 보세요.
buildtoolbar_popup_help_targettingfood_6	- 식당으로의 공급이 한 식사 세션을 완전히 충족시키지 못한 것을 보았다면 그것은 인원 초과를 뜻하므로 더 많은 음식을 조리할 수 있어야 합니다.

buildtoolbar_popup_help_targettinglaundry_1	세탁물 분배 보기는 감방동, 기숙사, 접수실의 세탁실 지정 상황을 볼 수 있습니다\n\n
buildtoolbar_popup_help_targettinglaundry_2	~세탁실을 왼쪽 클릭하고 감방동, 기숙사, 접수실을 클릭하면 세탁실에 그 방의 세탁물이 지정됩니다. 시프트 키를 누른 상태에서 클릭하면 여러 방이 동시에 지정됩니다.
buildtoolbar_popup_help_targettinglaundry_3	~한 구역을 오른쪽 클릭하면 지정 대상이 기본값으로 재설정됩니다. \n\n
buildtoolbar_popup_help_targettinglaundry_4	^팁
buildtoolbar_popup_help_targettinglaundry_5	세탁실은 원하는 만큼 많은 방에서 지정할 수 있지만, 세탁실의 규모 및 죄수, 근무 교도관의 수에 따라 세탁 속도에 제한이 있습니다. 한 개의 세탁실이 교도소 전체를 담당하는 것도 가능하지만, 그렇게 하려면 각 방마다 세탁물을 매우 불규칙하게 받게 됩니다.

buildtoolbar_popup_help_roomquality_1	방 등급은 모든 감방과 기숙사의 등급을 표시합니다. 등급은 1부터 10까지이며, 숫자가 높을수록 등급이 높습니다. 방 위에 마우스를 가져다 놓으면 그 등급을 결정하는 요소들이 표시되며 등급을 올리기 위해 추가할 수 있는 것들이 표시됩니다.\n\n
buildtoolbar_popup_help_roomquality_2	^팁
buildtoolbar_popup_help_roomquality_3	- 일정한 시간 동안 좋은 태도를 보인 죄수는 더 좋은 등급의 감방을 배정 받을 수 있습니다. 더 높은 등급의 감방을 보유하는 것은 좋은 태도의 동기를 부여하는 좋은 방법입니다.
buildtoolbar_popup_help_roomquality_4	- 교도소 내에 낮은 등급의 감방을 일부 유지하는 것이 중요합니다. 신입 수감자가 갈 곳이 필요하고, 사용 가능한 모든 감방이 너무 높은 등급인 경우 이들을 유치장에 두어야 할 수도 있기 때문입니다.
buildtoolbar_popup_help_roomquality_5	- 적절한 공간이 없는 경우, 원래 등급보다 더 높은 등급의 수감실에 죄수가 배치될 수도 있지만, 이 경우 다른 죄수들이 불만을 가질 수 있습니다...

buildtoolbar_popup_help_jobs_1	감옥 노동 보기는 감방 별로 작업에 할당할 수 있는 죄수가 있는지, 현재 그 방에서 몇 명이 할당되었는지를 보여줍니다.\n\n
buildtoolbar_popup_help_jobs_2	~방을 왼쪽 클릭하면 작업 슬롯을 추가할 수 있습니다. 작업 기간 중 각 작업 슬롯을 각 죄수가 잠재적으로 채울 수 있습니다. 오른쪽 클릭하면 슬롯이 제거됩니다.\n\n
buildtoolbar_popup_help_jobs_3	^팁
buildtoolbar_popup_help_jobs_4	- 주방이나 공방 업무 같은 일부 업무는 먼저 교도소에서 교육 강좌를 통과해야 합니다. 보고 창의 프로그램 탭에서 강좌를 운영할 수 있습니다.
buildtoolbar_popup_help_jobs_5	- 일을 하는 죄수들은 매 작업 시간마다 소액의 임금을 받습니다. 최대한 많은 수의 업무를 할당하는 것이 꼭 가장 좋은 아이디어인 것은 아닙니다. 죄수들이 할 일이 없을 때에도 여전히 임금을 받습니다.

buildtoolbar_popup_help_source_1	위험 보기는 한 죄수가 어떤 밀수품을 각 감방에서 훔칠 수 있는지 보여줍니다. 또한 각 밀수품 유형의 공급과 수요를 오른쪽에서 볼 수 있습니다. 특정 유형의 밀수품에 대한 수요가 공급보다 높으면, 한 죄수가 그것을 훔치려고 시도할 가능성이 높습니다. 특히 죄수들이 그것을 간절하게 필요로 할 때는 더욱 그렇습니다.\n\n
buildtoolbar_popup_help_source_2	^팁
buildtoolbar_popup_help_source_3	- 밀수품의 진원지가 되는 모든 방에 죄수들이 들어갈 수 있는 것은 아니며, 이러한 방에 들어갈 수 있는 권한이 제한되어 있거나 완전히 막혀 있을 수도 있습니다.
buildtoolbar_popup_help_source_4	- 밀수품을 도난 당할 수 있는 방이 어디인지를 보여주지만, 죄수들이 필요한 것들을 얻는 경로가 방을 통한 것만은 아닙니다...

buildtoolbar_popup_help_contraband_title	밀수품
buildtoolbar_popup_help_contraband_1	밀수품 보기는 교도소 내에서 전날 또는 전주 발견된 모든 밀수품을 보여주고, 또 그것이 어디에서 발견되었는지 보여줍니다.\n\n
buildtoolbar_popup_help_contraband_2	~특정 밀수품에 마우스를 가져다 놓으면 그 기록을 볼 수 있습니다. 그 죄수가 원래 어떻게 그것을 얻었는지, 발견되기 전에는 어디로 갔는지 등을 볼 수 있습니다.\n\n
buildtoolbar_popup_help_contraband_3	^팁
buildtoolbar_popup_help_contraband_4	- 다량의 밀수품이 비교적 적은 숫자의 장소에서 나온 것이 밝혀졌다면, 그 구역에 대한 경비를 강화할 시간입니다.
buildtoolbar_popup_help_contraband_5	- 여러 유형의 밀수품은 여러 방식으로 탐지됩니다. 예를 들어 경비견은 냄새가 아주 강한 것들을 아주 잘 탐지합니다.

buildtoolbar_popup_help_informants_1	정보원 보기는 현재 보유하고 있는 비밀정보원들의 목록을 보여줍니다. 또한 잠재적인 비밀정보원은 노란색으로 강조됩니다. 보통 독방에 있는 경우가 많습니다.\n\n
buildtoolbar_popup_help_informants_2	~비밀정보원을 채용하려면 잠재적인 비밀정보원을 찾아 그들의 전과기록의 경험 탭으로 가서 정보원 채용 버튼을 클릭하세요.\n\n
