
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra
buildtoolbar_popup_uts_capacitor	Umieść go przy elektrowni, aby zwiększyć ilość generowanego prądu.
buildtoolbar_popup_uts_electricalcable	Rozprowadza prąd po więzieniu.
buildtoolbar_popup_uts_powerswitch	Włącza/wyłącza pobór prądu przy każdym podłączonym kablu.\n\nKliknij prawym przyciskiem, aby włączyć/wyłączyć.
buildtoolbar_popup_uts_waterpumpstation	Zaopatrz więzienie w wodę.
buildtoolbar_popup_uts_pipevalve	Włącza/wyłącza dopływ wody do każdej podłączonej rury.
buildtoolbar_popup_uts_pipelarge	Rozprowadza po więzieniu dużą ilość wody pod wysokim ciśnieniem. Jest prawdopodobnie na tyle duża, aby więzień mógł przedostać się na wolność, pełzając przez pół kilometra odchodów.\n\nNb Ze względu na wysokie ciśnienie zazwyczaj nie stosuje się jej w zlewach, prysznicach itp. Do tego celu należy użyć małej rury.
buildtoolbar_popup_uts_pipesmall	Służy do podłączania obiektów, takich jak toalety, prysznice, zlewy itp., do dużej sieci rur. Z racji niskiego ciśnienia mała rura ma ograniczony zasięg.
buildtoolbar_popup_uts_cctv	Pozwala obserwować więzienie bez umieszczania strażników w każdym zakamarku.\n\nAby korzystać z kamery, musisz podłączyć ją do monitora.
buildtoolbar_popup_uts_cctvmonitor	Umieszczany w centrum bezpieczeństwa i obsługiwany przez strażnika. Pozwala zdalnie obserwować kamery monitoringu.\n\nUżyj komendy Połącz, aby podłączyć monitor do kamer.\n\nUwaga: monitor pozwala na oglądanie maksymalnie ośmiu kamer naraz. Jeśli podłączysz więcej niż osiem kamer, monitor będzie stopniowo przełączał między nimi, zapewniając jedynie częściowe pokrycie.
buildtoolbar_popup_uts_DoorControlSystem	Umieszczany w centrum bezpieczeństwa i obsługiwany przez strażnika. Służy do zdalnego otwierania drzwi na terenie więzienia.\n\nUżyj komendy Połącz, aby podłączyć system do kontrolerów drzwi. Kontrolery drzwi należy umieścić nad drzwiami, którymi chcesz zdalnie sterować.\n\nUwaga: możesz podłączyć dowolną liczbę kontrolerów, ale strażnik obsługujący system może otwierać maksymalnie dwie pary drzwi na sekundę.
buildtoolbar_popup_uts_phonemonitor	Umieszczany w centrum bezpieczeństwa i obsługiwany przez strażnika. Służy do monitorowania połączeń telefonicznych wykonywanych przez więźniów pod kątem nielegalnych działań.\n\nUżyj komendy Połącz, aby podłączyć system do budek telefonicznych.
buildtoolbar_popup_uts_Servo	Umieść kontroler nad drzwiami, którymi chcesz zdalnie sterować. Upewnij się, że kontroler znajduje się tuż nad drzwiami.\n\nPo jego zamontowaniu drzwi będą otwierane, gdy kontroler zostanie aktywowany, zazwyczaj poprzez system sterowania drzwiami lub włącznik czasowy drzwi.\n\nKontrolery można połączyć ze sobą tak, aby pierwszy kontroler w sieci aktywował pozostałe.
buildtoolbar_popup_uts_LogicCircuit	Tylko dla zaawansowanych architektów.\n\nProsty układ, który wykonuje operację logiczną w oparciu o sygnał wejściowy i generuje odpowiedni sygnał wyjściowy.\n\nDostępne operacje: AND / OR  / NOT / NAND / NOR / XOR\n\nKliknij prawym przyciskiem, aby zmienić operację.
buildtoolbar_popup_uts_LogicBridge	Tylko dla zaawansowanych architektów.\n\nPrzekazuje sygnał do kabla elektrycznego w tym samym kwadracie. Kabel elektryczny doprowadzi sygnał do wszelkich podłączonych do niego układów logicznych.\n\nMoże służyć do rozprowadzenia sygnału, np. sygnału zegara, po całym więzieniu.
buildtoolbar_popup_uts_DoorTimer	Służy do zdalnego otwierania drzwi o określonych porach dnia.\n\nUżyj komendy Połącz, aby podłączyć włącznik czasowy do kontrolerów drzwi.
buildtoolbar_popup_uts_Wire	Pozwala połączyć systemy zdalnego sterowania ze sobą.
buildtoolbar_popup_uts_showallwires	Pokazuje każdy podłączony przewód w więzieniu.
buildtoolbar_popup_uts_remotedoor	Solidne metalowe drzwi, których nie można otworzyć kluczem (tylko zdalnie). Pozwala zapobiec masowym ucieczkom, gdy jeden z więźniów zdobędzie klucze do więzienia.
buildtoolbar_popup_uts_dismantleutility	Usuwa obiekt użytku z więzienia.
buildtoolbar_popup_uts_pressurepad	Wysyła do podłączonych obiektów sygnał za każdym razem, gdy coś znajdzie się na płytce.
buildtoolbar_popup_uts_statuslight	Zapala się na czerwono lub zielono zależnie od tego, jaki sygnał otrzyma.

buildtoolbar_popup_autolights_name	Automatyczne światła
buildtoolbar_popup_autolights	Automatyczne rozmieszczenie świateł
buildtoolbar_popup_autolights_desc	Automatycznie rozmieszcza światła w nowo utworzonych budynkach.

buildtoolbar_contraband_source	Pokazuje lokalizacje w więzieniu, z których może zostać skradziona kontrabanda.
buildtoolbar_contraband_day	Pokazuje całą kontrabandę skonfiskowaną w ciągu ostatnich 24 godzin. Ikony wskazują miejsce, gdzie skonfiskowano daną kontrabandę.
buildtoolbar_contraband_week	Pokazuje całą kontrabandę skonfiskowaną w ciągu ostatnich 7 dni. Ikony wskazują miejsce, gdzie skonfiskowano daną kontrabandę.
buildtoolbar_contraband_alltime	Pokazuje całą kontrabandę skonfiskowaną od początku istnienia więzienia. Ikony wskazują miejsce, gdzie skonfiskowano daną kontrabandę.
buildtoolbar_contraband_stolenfrom	Pokazuje całą kontrabandę z ostatnich 7 dni. Ikony wskazują skąd kontrabandę skradziono lub którędy przemycono ją na teren więzienia.
buildtoolbar_contraband_informants	Pokazuje informacje zebrane przez informatorów.
buildtoolbar_contraband_gangs	Pokazuje informacje o gangach działających w Twoim więzieniu.

buildtoolbar_deployment_Guards	Przydziel strażników do poszczególnych stref więzienia.
buildtoolbar_deployment_Patrols	Kliknij i przeciągnij, aby utworzyć trasę patrolu.\n\nAby przydzielić strażnika do patrolu, ponownie kliknij na istniejące pole patrolu.\nKliknij prawym przyciskiem i przeciągnij, aby usunąć trasę patrolu.
buildtoolbar_deployment_DogPatrols	Kliknij i przeciągnij, aby utworzyć trasę patrolu.\n\nAby przydzielić strażnika do patrolu, ponownie kliknij na istniejące pole patrolu.\nKliknij prawym przyciskiem i przeciągnij, aby usunąć trasę patrolu.
buildtoolbar_deployment_ArmedPatrols	Kliknij i przeciągnij, aby utworzyć trasę patrolu.\n\nAby przydzielić strażnika do patrolu, ponownie kliknij na istniejące pole patrolu.\nKliknij prawym przyciskiem i przeciągnij, aby usunąć trasę patrolu.
buildtoolbar_deployment_SharedZone	Do tej strefy są dopuszczeni wszyscy więźniowie.
buildtoolbar_deployment_MinSecZone	Do tej strefy są dopuszczeni tylko więźniowie niskiego ryzyka.
buildtoolbar_deployment_MedSecZone	Do tej strefy są dopuszczeni tylko więźniowie średniego ryzyka.
buildtoolbar_deployment_MaxSecZone	Do tej strefy są dopuszczeni tylko więźniowie wysokiego ryzyka.
buildtoolbar_deployment_ProtectedZone	Do tej strefy są dopuszczeni tylko więźniowie objęci ochroną.
buildtoolbar_deployment_SuperMaxZone	Do tej strefy są dopuszczeni tylko więźniowie najwyższego ryzyka.
buildtoolbar_deployment_DeathRowZone	Do tej strefy są dopuszczeni tylko więźniowie skazani na śmierć.
buildtoolbar_deployment_StaffOnlyZone	Do tej strefy są dopuszczeni tylko pracownicy.
buildtoolbar_deployment_UnlockedZone	Każdy może wejść do tej strefy, a wszystkie drzwi będą otwarte.
buildtoolbar_deployment_accessonly	Ludzie będą próbowali unikać stref dla osób z prawem dostępu i korzystać z innych tras w więzieniu.
buildtoolbar_deployment_prisonerdirection	Kliknij i przeciągnij, aby pomalować oznaczenia na posadzce.\n\nTo wskazuje więźniom, gdzie mają iść.\nPomaga regulować ruch osób w więzieniu.
buildtoolbar_deployment_staffdirection	Kliknij i przeciągnij, aby pomalować oznaczenia na posadzce.\n\nTo wskazuje osobom niebędącym więźniami, gdzie mają iść.\nPomaga regulować ruch osób w więzieniu.

buildtoolbar_quickbuild_clone	Narzędzie Klonuj pozwala wybrać obszar więzienia i skopiować go w innym miejscu. Wybierz Klonuj, przytrzymaj prawy przycisk myszy i przeciągnij obszar, który chcesz skopiować. Następnie kliknij lewym przyciskiem myszy miejsce, w którym chcesz zbudować kopię tego obszaru. Zaznaczone obszary można zapisywać jako niestandardowe miejsca.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	Widok Dystrybucji żywności pokazuje, które stołówki obsługują dane bloki więzienne i które kuchnie dostarczają żywność do określonych stołówek. Można także sprawdzić bieżącą podaż i popyt aktualnie pracujących kuchni i stołówek (gotowanie rozpoczyna się 4 godziny przed Czasem posiłku).
buildtoolbar_popup_help_targettingfood_2	~Kliknij Lewym przyciskiem myszy blok więzienny, a potem Kliknij Lewym przyciskiem myszy stołówkę, aby zmusić wybrany blok do korzystania ze wskazanej Stołówki. W taki sam sposób można także przypisywać kuchnie do stołówek. Kliknięcie strefy Prawym przyciskiem myszy spowoduje jej zresetowanie do ustawień domyślnych.\n\n
buildtoolbar_popup_help_targettingfood_3	~Klikanie Lewym przyciskiem myszy przy wciśniętym lewym klawiszu Shift pozwala na wybór kilku pomieszczeń.\n\n
buildtoolbar_popup_help_targettingfood_4	^Wskazówki
buildtoolbar_popup_help_targettingfood_5	– Jeśli okaże się, że blok więzienny lub kuchnia nie są przypisane do wskazanej przez Ciebie stołówki, Kliknij Prawym przyciskiem myszy, aby wymusić reset.
buildtoolbar_popup_help_targettingfood_6	– Jeśli zauważysz, że wskaźnik Dostawy do stołówki nie wypełnia się całkowicie w sesji Posiłku, oznacza to, że jest przeciążona, a Ty musisz być w stanie przygotowywać więcej jedzenia.

buildtoolbar_popup_help_targettinglaundry_1	Widoki Rozkładu stref prania pokazują, które pomieszczenia pralni obsługują określone bloki, sale sypialne i recepcje.\n\n
buildtoolbar_popup_help_targettinglaundry_2	~Kliknięcie pralni Lewym przyciskiem myszy, a następnie bloku, sali sypialnej lub recepcji spowoduje, że dana pralnia zacznie obsługiwać wskazane pomieszczenie. Przytrzymaj Shift, aby wskazać wiele pomieszczeń.
buildtoolbar_popup_help_targettinglaundry_3	~Kliknięcie pralni Prawym przyciskiem myszy spowoduje jej zresetowanie do ustawień domyślnych.\n\n
buildtoolbar_popup_help_targettinglaundry_4	^Wskazówki
buildtoolbar_popup_help_targettinglaundry_5	Pomieszczenie pralni może obsługiwać dowolną liczbę pomieszczeń, ale istnieją ograniczenia co do szybkości jego pracy (zależne od jego wielkości i liczby więźniów lub dozorców, którzy w nim pracują). Posiadanie jednej pralni dla całego dużego więzienia jest możliwe, ale wówczas każde pomieszczenie będzie bardzo rzadko otrzymywać czyste ubrania.

buildtoolbar_popup_help_roomquality_1	Widok Jakości pomieszczeń pozwala sprawdzić jakość cel i sal sypialnych w więzieniu w skali od 0 do 10 – im wyższa liczba, tym lepsza jakość. Najechanie kursorem myszki na pomieszczenie pokazuje czynniki, które składają się na ocenę jego jakości, oraz to, co można zrobić, aby ją poprawić.\n\n
buildtoolbar_popup_help_roomquality_2	^Wskazówki
buildtoolbar_popup_help_roomquality_3	– W nagrodę za dobre sprawowanie więźniowie uzyskują prawo do celi o wyższej jakości. Posiadanie dostępnych cel o wyższej jakości to skuteczny sposób na motywowanie dobrego sprawowania.
buildtoolbar_popup_help_roomquality_4	– Ważne jest, aby posiadać w więzieniu kilka cel o niskiej jakości, ponieważ trzeba gdzieś umieścić nowych więźniów, a jeśli wszystkie dostępne cele są zbyt wysokiej jakości, może zaistnieć potrzeba przetrzymywania nowych więźniów w celi pobytu tymczasowego.
buildtoolbar_popup_help_roomquality_5	– Więźnia można umieścić w celi o wyższej jakości, niż na to zasługuje, jeśli nie ma innych wolnych miejsc, ale to może wywołać niezadowolenie innych więźniów...

buildtoolbar_popup_help_jobs_1	Widok Pracy więziennej pokazuje, do których pomieszczeń można skierować więźniów do pracy i ilu więźniów tam obecnie pracuje.\n\n
buildtoolbar_popup_help_jobs_2	~Kliknij lewym przyciskiem myszy pomieszczenie, aby dodać do niego jedno miejsce pracy. Potencjalnie w czasie pracy każde miejsce pracy może być zajęte przez więźnia. Kliknięcie pomieszczenia prawym przyciskiem myszy usuwa miejsce pracy.\n\n
buildtoolbar_popup_help_jobs_3	^Wskazówki
buildtoolbar_popup_help_jobs_4	– Niektóre miejsca pracy, np. w kuchni lub warsztacie, związane są z wcześniejszą koniecznością zaliczenia kursu szkoleniowego. Takie kursy można zorganizować, korzystając z zakładki Programy znajdującej się w oknie raportu.
buildtoolbar_popup_help_jobs_5	– Pracujący więzień otrzymuje drobną kwotę za każdą przepracowaną godzinę. Wypełnienie wszystkich dostępnych miejsc pracy nie musi być najlepszym pomysłem, gdyż więźniowie otrzymują wynagrodzenie, nawet jeśli nie ma dla nich nic do roboty.

buildtoolbar_popup_help_source_1	Widok Niebezpieczeństw pokazuje, jakie rodzaje kontrabandy więzień może ukraść z każdego pomieszczenia w więzieniu. Po prawej stronie można także zobaczyć popyt i podaż każdego rodzaju kontrabandy. Jeśli popyt na konkretny rodzaj kontrabandy przewyższa podaż, istnieje większe prawdopodobieństwo, że więzień spróbuje coś ukraść, szczególnie jeśli rozpaczliwie sam tego potrzebuje.\n\n
buildtoolbar_popup_help_source_2	^Wskazówki
buildtoolbar_popup_help_source_3	– Nie wszystkie pomieszczenia, które mogą być źródłem kontrabandy muszą być dostępne dla więźniów i ich dostęp do takich pomieszczeń można ograniczyć lub całkowicie zablokować.
buildtoolbar_popup_help_source_4	– Chociaż dzięki temu można zobaczyć, z których pomieszczeń w więzieniu może zostać skradziona kontrabanda, pomieszczenia nie są jedynym źródłem, z którego więźniowie mogą zdobyć to, czego potrzebują...

buildtoolbar_popup_help_contraband_title	Kontrabanda
buildtoolbar_popup_help_contraband_1	Widok Kontrabandy pokazuje całą kontrabandę znalezioną w więzieniu – w ciągu ostatniego dnia albo tygodnia – oraz to, gdzie ją znaleziono.\n\n
buildtoolbar_popup_help_contraband_2	~Najedź myszką na konkretną pozycję kontrabandy, aby zobaczyć jej historię, w tym w jaki sposób została pierwotnie zdobyta przez więźnia i gdzie została przekazana po jej znalezieniu.\n\n
buildtoolbar_popup_help_contraband_3	^Wskazówki
buildtoolbar_popup_help_contraband_4	– Jeśli okaże się, że dużo kontrabandy pochodzi ze względnie małej liczby miejsc, być może nadszedł czas, aby zwiększyć tam ochronę.
buildtoolbar_popup_help_contraband_5	– Różne rodzaje kontrabandy wykrywa się na różne sposoby. Na przykład Psy stróżujące z łatwością znajdują rzeczy, które mają wyraźny zapach.

buildtoolbar_popup_help_informants_1	Widok Informatorów przedstawia wykaz Twoich obecnych Tajnych informatorów (TI). Potencjalni TI są też podświetleni na żółto, zazwyczaj w Izolatkach.\n\n
buildtoolbar_popup_help_informants_2	~Aby zwerbować TI, należy znaleźć Potencjalnego TI, przejść do zakładki Doświadczenie w jego kartotece i kliknąć przycisk Zwerbuj informatora.\n\n
buildtoolbar_popup_help_informants_3	~Aby aktywować informatora, kliknij przycisk z napisem „Nieaktywny” (po zaznaczeniu napis zmieni się na „Aktywny”) i poczekaj, aż więzień zostanie przyprowadzony do Biura bezpieczeństwa. Informator pokaże Ci wówczas trochę ukrytej kontrabandy, przedstawi reputację niektórych więźniów i potencjalne cele zamachów, w zależności od jego obszaru działania.\n\n
buildtoolbar_popup_help_informants_4	^Wskazówki
buildtoolbar_popup_help_informants_5	– Aktywacja informatora i przeprowadzanie przeszukań na podstawie uzyskanych od niego informacji spowoduje, że inni więźniowie zaczną być bardziej podejrzliwi. Jeśli poziom podejrzliwości za bardzo wzrośnie, informator może mieć kłopoty...
buildtoolbar_popup_help_informants_6	– Można zrezygnować z usług informatora, klikając „X” obok jego przycisku aktywacji.

buildtoolbar_popup_help_utilities_1	Widok Mediów pozwala zobaczyć połączenia różnych mediów pod powierzchnią więzienia. Można układać kable elektryczne i rury doprowadzające wodę, a także podłączać różne rzeczy za pomocą przewodów.\n\n
