
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
buildtoolbar_popup_uts_LogicBridge	上級の設計士のみが使用可能。\n\n入ってくる信号を同じマス内にインストールされた電気ケーブルにつなげる。さらに、同じ電気ケーブルにつながれた論理回路にも信号が伝わる仕組み。\n\n刑務所全体に向けて同じ信号を「流す」ことができる（例：時間を知らせる）。
buildtoolbar_popup_uts_DoorTimer	決まった時間にドアを自動的に開けるのに使われる。\n\nこのタイマーをドアサーボにつなげるには、接続ツールを使おう。
buildtoolbar_popup_uts_Wire	遠隔操作システムをつなげるのに使う。
buildtoolbar_popup_uts_showallwires	刑務所内につながったすべてのケーブルを見ることができる。
buildtoolbar_popup_uts_remotedoor	頑丈な金属製のドア。鍵で開けることはできず、遠隔操作でのみ開けることができる。受刑者に鍵を奪われた際に大量の脱獄者を出さないために使おう。
buildtoolbar_popup_uts_dismantleutility	水道または電気関連のアイテムを取り外すのに使われる。
buildtoolbar_popup_uts_pressurepad	パッドの上に体重が掛かるとアイテムに信号を送る。
buildtoolbar_popup_uts_statuslight	入ってくる信号によって赤または緑のライトがつく。

buildtoolbar_popup_autolights_name	自動ライト
buildtoolbar_popup_autolights	自動ライト設置
buildtoolbar_popup_autolights_desc	これを選択すると、新しい建物の建設が終わった後に自動的にライトを設置する。

buildtoolbar_contraband_source	禁制品が盗まれそうな刑務所内の場所。
buildtoolbar_contraband_day	この24時間以内で差し押さえられた禁制品をすべて表示する。このアイコンは、禁制品が差し押さえられた場所を示す。
buildtoolbar_contraband_week	最近7日間に差し押さえられた禁制品をすべて表示する。このアイコンは、禁制品が差し押さえられた場所を示す。
buildtoolbar_contraband_alltime	刑務所内でこれまでに差し押さえられた禁制品をすべて表示する。このアイコンは、禁制品が差し押さえられた場所を示す。
buildtoolbar_contraband_stolenfrom	最近7日間の禁制品をすべて表示する。このアイコンは、禁制品がどこから盗まれたか、またはどこから刑務所に持ち込まれたかを示す。
buildtoolbar_contraband_informants	密告者によって集められた情報。
buildtoolbar_contraband_gangs	刑務所のギャングに関する情報を示す。

buildtoolbar_deployment_Guards	刑務所の各エリアに看守を配置する。
buildtoolbar_deployment_Patrols	クリック＆ドラッグで巡回ルートを作ろう。\n\n巡回ルートに看守を配置するには、巡回ルートが置かれたスクエアをもう一度クリックしよう。\n右クリック＆ドラッグで看守を外すことができる。
buildtoolbar_deployment_DogPatrols	クリック＆ドラッグで巡回ルートを作ろう。\n\n巡回ルートに看守を配置するには、巡回ルートが置かれたスクエアをもう一度クリックしよう。\n右クリック＆ドラッグで看守を外すことができる。
buildtoolbar_deployment_ArmedPatrols	クリック＆ドラッグで巡回ルートを作ろう。\n\n巡回ルートに看守を配置するには、巡回ルートが置かれたスクエアをもう一度クリックしよう。\n右クリック＆ドラッグで看守を外すことができる。
buildtoolbar_deployment_SharedZone	すべての受刑者が使用できるエリア。
buildtoolbar_deployment_MinSecZone	軽警備の受刑者のみが使用できるエリア。
buildtoolbar_deployment_MedSecZone	中警備の受刑者のみが使用できるエリア。
buildtoolbar_deployment_MaxSecZone	厳重警備の受刑者のみが使用できるエリア。
buildtoolbar_deployment_ProtectedZone	保護拘置の受刑者のみが使用できるエリア。
buildtoolbar_deployment_SuperMaxZone	超厳重警備の受刑者のみが使用できるエリア。
buildtoolbar_deployment_DeathRowZone	死刑囚のみが使用できるエリア。
buildtoolbar_deployment_StaffOnlyZone	職員のみが使用できるエリア。
buildtoolbar_deployment_UnlockedZone	誰でも使用できるエリア。ドアに鍵は掛かっていない。
buildtoolbar_deployment_accessonly	人々は、刑務所内の他の経路をたどることを選び、できるだけ「アクセスのみ」のゾーンを避けようとする。
buildtoolbar_deployment_prisonerdirection	クリック＆ドラッグで床サインをペイントしよう。\n\nこれで受刑者に行き方を指示できる。\n刑務所内での人の動きを管理するのに便利である。
buildtoolbar_deployment_staffdirection	クリック＆ドラッグで床サインをペイントしよう。\n\nこれで受刑者ではない人たちに行き方を指示できる。\n刑務所内での人の動きを管理するのに便利である。

buildtoolbar_quickbuild_clone	クローンツールを使うと、刑務所内のコピーしたいエリアを選択し、そのエリアを配置することができる。クローンツールが選択された状態で、マウスの右ボタンを押しながら、コピーしたいエリアをドラッグする。次に、刑務所内の別の場所を左クリックして、そのエリアのコピーを建設の順番待ちにする。選択したエリアは、カスタムスロットとして保存することができる。

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	「食事の供給」ビューでは、それぞれの独房棟を担当している食堂や、各食堂を担当している厨房が示される。現在アクティブな厨房と食堂の現在の供給量と需要を見ることもできる（調理開始は次の「食事」の4時間前）。
buildtoolbar_popup_help_targettingfood_2	~独房棟を左クリックしてから食堂を左クリックすると、選択した独房棟にその食堂を割り当てることができる。同様に、食堂に厨房を割り当てることができる。ゾーンを右クリックすると、デフォルトにリセットされる。\n\n
buildtoolbar_popup_help_targettingfood_3	~シフトボタンを押しながら左クリックすると、複数の部屋を選択できる。\n\n
buildtoolbar_popup_help_targettingfood_4	^ヒント
buildtoolbar_popup_help_targettingfood_5	- 独房棟または厨房が思ったように食堂と対応していない場合は、右クリックでリセットしよう。
buildtoolbar_popup_help_targettingfood_6	- 「食事」セッション中に食堂への「供給」が不十分な場合は、混み過ぎているためより多くの食事を調理する必要があることを意味する。

buildtoolbar_popup_help_targettinglaundry_1	「洗濯室の配置」ビューは、独房棟、寮、受付がそれぞれどの洗濯室と対応しているかを示す。\n\n
buildtoolbar_popup_help_targettinglaundry_2	~洗濯室を左クリックしてから独房棟、寮、大部屋のいずれかを左クリックすると、選択室はその部屋に対応するようになる。シフトキーを押したままにすると、複数の部屋を選択できる。
buildtoolbar_popup_help_targettinglaundry_3	~ 洗濯室を右クリックすると、デフォルトにリセットされる。\n\n
buildtoolbar_popup_help_targettinglaundry_4	^ヒント
buildtoolbar_popup_help_targettinglaundry_5	洗濯室に対応させる部屋の数に制限はないが、洗濯の速さには限界がある（部屋のサイズと、そこで働いている受刑者や作業員の人数に応じる。）ひとつの洗濯室で大きな刑務所全体をカバーすることも可能だが、それぞれの部屋には、ごくたまにしか服が与えられなくなる。

buildtoolbar_popup_help_roomquality_1	「部屋のクオリティ」ビューは、刑務所内のすべての独房と寮の質を0から10の評価で示す。数字が大きい方がクオリティが高い。部屋の上にマウスを持っていくと、その部屋のクオリティを決める要素と、改善のためにあなたが加えるべきものが表示される。\n\n
buildtoolbar_popup_help_roomquality_2	^ヒント
buildtoolbar_popup_help_roomquality_3	- 長らく態度の良い受刑者には、より質の高い独房を与えられる権利がある。質の良い独房を準備しておくことは、受刑者の態度を改善する良い方法だ。
buildtoolbar_popup_help_roomquality_4	- 刑務所には、質の悪い独房を残しておくことも重要だ。到着したばかりの新しい受刑者には収容先が必要だが、質の高い独房しか空いていない場合には、留置場に入れる場合もある。
buildtoolbar_popup_help_roomquality_5	- 他に場所がない場合は、その受刑者に相応しいものよりも高い質の独房に収容することもできるが、他の受刑者の不満につながるだろう...

buildtoolbar_popup_help_jobs_1	「刑務所労働」ビューでは、労働を課されている受刑者をどの部屋に入れることができるかと、現在何人の受刑者が課されているかが表示される。\n\n
buildtoolbar_popup_help_jobs_2	~部屋を左クリックすると、労働スロットを追加できる。各労働スロットは、作業計画の最中に受刑者で埋めることが可能だ。部屋を右クリックすると、スロットを削除できる。\n\n
buildtoolbar_popup_help_jobs_3	^ヒント
buildtoolbar_popup_help_jobs_4	- 厨房やワークショップでの労働など一部の仕事につくためには、受刑者はまず訓練コースを合格しなければならない。レポートウインドウの「プログラム」タブから、これらのコースを運営することができる。
buildtoolbar_popup_help_jobs_5	- 労働している受刑者は、少額の賃金を毎時間仕事をするごとに時給で受け取る。仕事を最大数まで課すことは、良いアイデアとは限らない。やることがなくても、受刑者は賃金を受け取ることができる。

buildtoolbar_popup_help_source_1	「危険度」ビューでは、受刑者が刑務所内のどの部屋からどの禁制品を盗むことができるかを表示する。また、右側では、禁制品の種類ごとの需要と供給を見ることができる。特定の禁制品に対するニーズが供給より高い場合、特に自分が必要としていて必死な場合は、受刑者がそれを盗む可能性が高くなる。\n\n
